features	mean
162.1	fBodyGyro-bandsEnergy()-1,16	-0.890460317703709
165.1	fBodyGyro-bandsEnergy()-17,32	-0.952559766594893
170.1	fBodyGyro-bandsEnergy()-33,48	-0.97340266556054
173.1	fBodyGyro-bandsEnergy()-49,64	-0.956190288305515
163.1	fBodyGyro-bandsEnergy()-1,24	-0.878993883045636
168.1	fBodyGyro-bandsEnergy()-25,48	-0.966813376008059
166.2	fBodyGyro-bandsEnergy()-1,8	-0.899208173289766
175.2	fBodyGyro-bandsEnergy()-9,16	-0.93286344807225
164.2	fBodyGyro-bandsEnergy()-17,24	-0.931869942946665
167.2	fBodyGyro-bandsEnergy()-25,32	-0.965562917247791
169.2	fBodyGyro-bandsEnergy()-33,40	-0.971109659710652
171.2	fBodyGyro-bandsEnergy()-41,48	-0.960489366972997
172.2	fBodyGyro-bandsEnergy()-49,56	-0.951314358319516
174.2	fBodyGyro-bandsEnergy()-57,64	-0.969396888562191
162.2	fBodyGyro-bandsEnergy()-1,16	-0.881620222122505
165.2	fBodyGyro-bandsEnergy()-17,32	-0.918364589839534
170.2	fBodyGyro-bandsEnergy()-33,48	-0.96815066392475
173.2	fBodyGyro-bandsEnergy()-49,64	-0.959176242468754
163.2	fBodyGyro-bandsEnergy()-1,24	-0.8730243443739
168.2	fBodyGyro-bandsEnergy()-25,48	-0.966367704040198
95	fBodyAccMag-mean()	-0.585962696268539
100	fBodyAccMag-std()	-0.659531216655476
92	fBodyAccMag-mad()	-0.596119713735426
93	fBodyAccMag-max()	-0.756505645907433
97	fBodyAccMag-min()	-0.890588103055316
99	fBodyAccMag-sma()	-0.585962696268539
88	fBodyAccMag-energy()	-0.821867375904587
90	fBodyAccMag-iqr()	-0.694915906166169
89	fBodyAccMag-entropy()	-0.190127927670803
94	fBodyAccMag-maxInds	-0.752577250182154
96	fBodyAccMag-meanFreq()	0.0768760112631957
98	fBodyAccMag-skewness()	-0.352429109413769
91	fBodyAccMag-kurtosis()	-0.632129027088649
130	fBodyBodyAccJerkMag-mean()	-0.620789916331592
135	fBodyBodyAccJerkMag-std()	-0.640076803144351
127	fBodyBodyAccJerkMag-mad()	-0.614293255936873
128	fBodyBodyAccJerkMag-max()	-0.682695734240631
132	fBodyBodyAccJerkMag-min()	-0.803308386604057
134	fBodyBodyAccJerkMag-sma()	-0.620789916331592
123	fBodyBodyAccJerkMag-energy()	-0.840996482490485
125	fBodyBodyAccJerkMag-iqr()	-0.676629000973868
124	fBodyBodyAccJerkMag-entropy()	-0.338469345900311
129	fBodyBodyAccJerkMag-maxInds	-0.877799815764443
131	fBodyBodyAccJerkMag-meanFreq()	0.173219742700723
133	fBodyBodyAccJerkMag-skewness()	-0.298597798027438
126	fBodyBodyAccJerkMag-kurtosis()	-0.601659034124411
156	fBodyBodyGyroMag-mean()	-0.697411069729937
161	fBodyBodyGyroMag-std()	-0.699976372277643
153	fBodyBodyGyroMag-mad()	-0.681013664076159
154	fBodyBodyGyroMag-max()	-0.734623485951375
158	fBodyBodyGyroMag-min()	-0.888701277621274
160	fBodyBodyGyroMag-sma()	-0.697411069729937
149	fBodyBodyGyroMag-energy()	-0.881301212126721
151	fBodyBodyGyroMag-iqr()	-0.722124967767466
150	fBodyBodyGyroMag-entropy()	-0.0762786849505127
155	fBodyBodyGyroMag-maxInds	-0.886999236088164
157	fBodyBodyGyroMag-meanFreq()	-0.0415636227771787
159	fBodyBodyGyroMag-skewness()	-0.2642790290978
152	fBodyBodyGyroMag-kurtosis()	-0.575866316443354
143	fBodyBodyGyroJerkMag-mean()	-0.779767633083527
148	fBodyBodyGyroJerkMag-std()	-0.792190209274884
140	fBodyBodyGyroJerkMag-mad()	-0.773403657796535
141	fBodyBodyGyroJerkMag-max()	-0.809934371803816
145	fBodyBodyGyroJerkMag-min()	-0.871201213209098
147	fBodyBodyGyroJerkMag-sma()	-0.779767633083527
136	fBodyBodyGyroJerkMag-energy()	-0.937898377778435
138	fBodyBodyGyroJerkMag-iqr()	-0.772714631795845
137	fBodyBodyGyroJerkMag-entropy()	-0.2743387562279
142	fBodyBodyGyroJerkMag-maxInds	-0.900033443405573
144	fBodyBodyGyroJerkMag-meanFreq()	0.126707820497791
146	fBodyBodyGyroJerkMag-skewness()	-0.298591856415743
139	fBodyBodyGyroJerkMag-kurtosis()	-0.617700064090993
2	angle(tBodyAccMean,gravity)	0.00770513730366637
1	angle(tBodyAccJerkMean),gravityMean)	0.00264770963963395
4	angle(tBodyGyroMean,gravityMean)	0.0176831301958708
3	angle(tBodyGyroJerkMean,gravityMean)	-0.00921912899702262
5	angle(X,gravityMean)	-0.496522166185746
6	angle(Y,gravityMean)	0.0632551738495058
7	angle(Z,gravityMean)	-0.0542842821505305
